x,y
25.94107743777777,-97.35892256030304
25.94107743777777,-97.49141414272728
26.048821545555555,-97.09393939545456
26.048821545555555,-97.2264309778788
26.048821545555555,-97.35892256030304
26.048821545555555,-97.49141414272728
26.048821545555555,-97.62390572515152
26.048821545555555,-97.75639730757575
26.15656565333333,-97.09393939545456
26.15656565333333,-97.2264309778788
26.15656565333333,-97.35892256030304
26.15656565333333,-97.49141414272728
26.15656565333333,-97.62390572515152
26.15656565333333,-97.75639730757575
26.15656565333333,-97.88888889
26.15656565333333,-98.02138047242424
26.15656565333333,-98.15387205484848
26.15656565333333,-98.28636363727271
26.26430976111111,-97.09393939545456
26.26430976111111,-97.2264309778788
26.26430976111111,-97.35892256030304
26.26430976111111,-97.49141414272728
26.26430976111111,-97.62390572515152
26.26430976111111,-97.75639730757575
26.26430976111111,-97.88888889
26.26430976111111,-98.02138047242424
26.26430976111111,-98.15387205484848
26.26430976111111,-98.28636363727271
26.26430976111111,-98.41885521969698
26.26430976111111,-98.55134680212122
26.26430976111111,-98.68383838454544
26.372053868888887,-97.09393939545456
26.372053868888887,-97.2264309778788
26.372053868888887,-97.35892256030304
26.372053868888887,-97.49141414272728
26.372053868888887,-97.62390572515152
26.372053868888887,-97.75639730757575
26.372053868888887,-97.88888889
26.372053868888887,-98.02138047242424
26.372053868888887,-98.15387205484848
26.372053868888887,-98.28636363727271
26.372053868888887,-98.41885521969698
26.372053868888887,-98.55134680212122
26.372053868888887,-98.68383838454544
26.372053868888887,-98.8163299669697
26.479797976666667,-97.2264309778788
26.479797976666667,-97.35892256030304
26.479797976666667,-97.49141414272728
26.479797976666667,-97.62390572515152
26.479797976666667,-97.75639730757575
26.479797976666667,-97.88888889
26.479797976666667,-98.02138047242424
26.479797976666667,-98.15387205484848
26.479797976666667,-98.28636363727271
26.479797976666667,-98.41885521969698
26.479797976666667,-98.55134680212122
26.479797976666667,-98.68383838454544
26.479797976666667,-98.8163299669697
26.479797976666667,-98.94882154939394
26.479797976666667,-99.0813131318182
26.587542084444443,-97.2264309778788
26.587542084444443,-97.35892256030304
26.587542084444443,-97.49141414272728
26.587542084444443,-97.62390572515152
26.587542084444443,-97.75639730757575
26.587542084444443,-97.88888889
26.587542084444443,-98.02138047242424
26.587542084444443,-98.15387205484848
26.587542084444443,-98.28636363727271
26.587542084444443,-98.41885521969698
26.587542084444443,-98.55134680212122
26.587542084444443,-98.68383838454544
26.587542084444443,-98.8163299669697
26.587542084444443,-98.94882154939394
26.587542084444443,-99.0813131318182
26.69528619222222,-97.2264309778788
26.69528619222222,-97.35892256030304
26.69528619222222,-97.49141414272728
26.69528619222222,-97.62390572515152
26.69528619222222,-97.75639730757575
26.69528619222222,-97.88888889
26.69528619222222,-98.02138047242424
26.69528619222222,-98.15387205484848
26.69528619222222,-98.28636363727271
26.69528619222222,-98.41885521969698
26.69528619222222,-98.55134680212122
26.69528619222222,-98.68383838454544
26.69528619222222,-98.8163299669697
26.69528619222222,-98.94882154939394
26.69528619222222,-99.0813131318182
26.8030303,-97.2264309778788
26.8030303,-97.35892256030304
26.8030303,-97.49141414272728
26.8030303,-97.62390572515152
26.8030303,-97.75639730757575
26.8030303,-97.88888889
26.8030303,-98.02138047242424
26.8030303,-98.15387205484848
26.8030303,-98.28636363727271
26.8030303,-98.41885521969698
26.8030303,-98.55134680212122
26.8030303,-98.68383838454544
26.8030303,-98.8163299669697
26.8030303,-98.94882154939394
26.8030303,-99.0813131318182
26.8030303,-99.21380471424244
26.910774407777776,-97.2264309778788
26.910774407777776,-97.35892256030304
26.910774407777776,-97.49141414272728
26.910774407777776,-97.62390572515152
