index,val
2509,solar
2510,solar
2511,solar
2512,solar
2513,solar
2514,solar
2515,solar
2516,solar
2517,solar
2518,solar
2519,solar
2520,solar
2521,solar
2522,solar
2523,solar
2524,solar
2525,solar
2526,wind
2527,wind
2528,solar
2529,solar
2530,solar
2531,wind
2532,wind
2533,wind
2534,wind
2535,solar
2536,wind
2537,wind
2538,wind
2539,solar
2540,solar
2541,solar
2542,solar
2543,solar
2544,wind
2545,wind
2546,wind
2547,wind
2548,wind
2549,wind
2550,wind
2551,solar
2552,wind
2553,wind
2554,solar
2555,solar
2556,solar
2557,solar
2558,solar
2559,wind
2560,wind
2561,wind
2562,wind
2563,gas
2564,wind
2565,wind
2566,wind
2567,wind
2568,wind
2569,wind
2570,wind
2571,wind
2572,wind
2573,wind
2574,wind
2575,wind
2576,wind
2577,wind
2578,wind
2579,wind
2580,wind
2581,wind
2582,wind
2583,solar
2584,solar
2585,solar
2586,solar
2587,solar
2588,solar
2589,solar
2590,solar
2591,solar
2592,solar
2593,solar
2594,solar
2595,solar
2596,solar
2597,solar
2598,solar
2599,solar
2600,solar
2601,solar
2602,solar
2603,solar
2604,solar
2605,solar
2606,solar
2607,solar
2608,solar
2609,solar
2610,solar
2611,solar
2612,solar
2613,solar
2614,solar
2615,solar
2616,solar
2617,solar
2618,solar
2619,solar
2620,solar
2621,solar
2622,solar
2623,solar
2624,solar
2625,wind
2626,wind
2627,wind
2628,wind
2629,solar
2630,wind
2631,wind
2632,wind
2633,wind
2634,wind
2635,wind
2636,wind
2637,wind
2638,wind
2639,wind
2640,wind
2641,wind
2642,wind
2643,wind
2644,wind
2645,solar
2646,solar
2647,solar
2648,solar
2649,solar
2650,solar
2651,solar
2652,solar
2653,wind
2654,wind
2655,wind
2656,wind
2657,gas
2658,gas
2659,gas
2660,wind
2661,wind
2662,wind
2663,wind
2664,wind
2665,wind
2666,wind
2667,wind
2668,wind
2669,wind
2670,wind
2671,wind
2672,wind
2673,wind
2674,wind
2675,wind
2676,wind
2677,solar
2678,solar
2679,solar
2680,solar
2681,solar
2682,solar
2683,solar
2684,solar
2685,solar
2686,solar
2687,solar
2688,solar
2689,solar
2690,solar
2691,solar
2692,solar
2693,solar
2694,solar
2695,solar
2696,solar
2697,solar
2698,solar
2699,solar
2700,solar
2701,solar
2702,solar
2703,solar
2704,solar
2705,solar
2706,solar
2707,solar
2708,solar
2709,solar
2710,solar
2711,solar
2712,solar
2713,solar
2714,solar
2715,solar
2716,solar
2717,solar
2718,solar
2719,solar
2720,solar
2721,wind
2722,wind
2723,wind
2724,wind
2725,solar
2726,wind
2727,wind
2728,wind
2729,wind
2730,wind
2731,wind
2732,wind
2733,wind
2734,wind
2735,wind
2736,wind
2737,wind
2738,wind
2739,wind
2740,wind
2741,solar
2742,solar
2743,solar
2744,solar
2745,solar
2746,solar
2747,solar
2748,solar
2749,wind
2750,wind
2751,wind
2752,wind
2753,gas
2754,gas
2755,gas
2756,wind
2757,wind
2758,wind
2759,wind
2760,wind
2761,wind
2762,wind
2763,wind
2764,wind
2765,wind
2766,wind
2767,wind
2768,wind
2769,wind
2770,wind
2771,wind
2772,wind
2773,solar
2774,solar
2775,solar
2776,solar
2777,solar
2778,solar
2779,solar
2780,solar
2781,solar
2782,solar
2783,solar
2784,solar
2785,solar
2786,solar
2787,solar
2788,solar
2789,solar
2790,solar
2791,solar
2792,solar
2793,solar
2794,solar
2795,solar
2796,solar
2797,solar
2798,solar
2799,solar
2800,solar
2801,solar
2802,solar
2803,solar
2804,solar
2805,solar
2806,solar
2807,solar
2808,solar
2809,solar
2810,solar
2811,solar
2812,solar
2813,solar
2814,solar
2815,solar
2816,solar
2817,wind
2818,wind
2819,wind
2820,wind
2821,solar
2822,wind
2823,wind
2824,wind
2825,wind
2826,wind
2827,wind
2828,wind
2829,wind
2830,wind
2831,wind
2832,wind
2833,wind
2834,wind
2835,wind
2836,wind
2837,solar
2838,solar
2839,solar
2840,solar
2841,solar
2842,solar
2843,solar
2844,solar
2845,wind
2846,wind
2847,wind
2848,wind
2849,gas
2850,gas
2851,gas
2852,gas
2853,wind
2854,wind
2855,wind
2856,wind
2857,wind
2858,wind
2859,wind
2860,wind
2861,wind
2862,wind
2863,wind
2864,wind
2865,wind
2866,wind
2867,wind
2868,wind
2869,solar
2870,solar
2871,solar
2872,solar
2873,solar
2874,solar
2875,solar
2876,solar
2877,solar
2878,solar
2879,solar
2880,solar
2881,solar
2882,solar
2883,solar
2884,solar
2885,solar
2886,solar
2887,solar
2888,solar
2889,solar
2890,solar
2891,solar
2892,solar
2893,solar
2894,solar
2895,solar
2896,solar
2897,solar
2898,solar
2899,solar
2900,solar
2901,solar
2902,solar
2903,solar
2904,solar
2905,solar
2906,solar
2907,solar
2908,solar
2909,solar
2910,solar
2911,solar
2912,solar
2913,solar
2914,solar
2915,solar
2916,solar
2917,solar
2918,solar
2919,wind
2920,solar
2921,solar
2922,wind
2923,wind
2924,wind
2925,wind
2926,wind
2927,wind
2928,wind
2929,wind
2930,wind
2931,wind
2932,solar
2933,solar
2934,solar
2935,solar
2936,solar
2937,solar
2938,solar
2939,solar
2940,wind
2941,wind
2942,solar
2943,solar
2944,solar
2945,solar
2946,solar
2947,solar
2948,solar
2949,solar
2950,solar
2951,solar
2952,solar
2953,solar
2954,solar
2955,solar
2956,solar
2957,solar
2958,solar
2959,water
2960,solar
2961,solar
2962,solar
2963,solar
2964,solar
2965,solar
2966,solar
2967,solar
2968,solar
2969,solar
2970,solar
2971,solar
2972,solar
2973,solar
2974,solar
2975,solar
2976,solar
2977,solar
2978,solar
2979,solar
2980,solar
2981,solar
2982,solar
2983,solar
2984,solar
2985,solar
2986,solar
2987,solar
2988,solar
2989,solar
2990,solar
2991,wind
2992,wind
2993,wind
2994,wind
2995,solar
2996,solar
2997,solar
2998,solar
2999,wind
3000,wind
3001,wind
3002,wind
3003,solar
3004,solar
3005,solar
3006,solar
3007,solar
3008,wind
3009,wind
3010,solar
3011,solar
3012,solar
3013,solar
3014,solar
3015,solar
3016,solar
3017,solar
3018,solar
3019,solar
3020,solar
3021,solar
3022,solar
3023,solar
3024,solar
3025,solar
3026,solar
3027,solar
3028,solar
3029,solar
3030,solar
3031,solar
3032,solar
3033,solar
3034,solar
3035,solar
3036,solar
3037,solar
3038,solar
3039,solar
3040,solar
3041,solar
3042,solar
3043,solar
3044,solar
3045,solar
3046,solar
3047,solar
3048,solar
3049,solar
3050,solar
3051,solar
3052,solar
3053,solar
3054,solar
3055,solar
3056,solar
3057,solar
3058,solar
3059,solar
3060,wind
3061,wind
3062,wind
3063,wind
3064,solar
3065,solar
3066,solar
3067,solar
3068,wind
3069,wind
3070,wind
3071,wind
3072,wind
3073,solar
3074,solar
3075,solar
3076,solar
3077,solar
3078,solar
3079,solar
3080,water
3081,solar
3082,solar
3083,solar
3084,solar
3085,solar
3086,solar
3087,solar
3088,solar
3089,solar
3090,solar
3091,solar
3092,solar
3093,solar
3094,solar
3095,solar
3096,solar
3097,solar
3098,solar
3099,solar
3100,solar
3101,solar
3102,solar
3103,solar
3104,solar
3105,solar
3106,solar
3107,solar
3108,solar
3109,solar
3110,solar
3111,solar
3112,solar
3113,solar
3114,solar
3115,solar
3116,solar
3117,solar
3118,solar
3119,solar
3120,solar
3121,solar
3122,solar
3123,solar
3124,solar
3125,solar
3126,solar
3127,solar
3128,wind
3129,wind
3130,wind
3131,wind
3132,solar
3133,solar
3134,solar
3135,solar
3136,wind
3137,wind
3138,wind
3139,wind
3140,wind
3141,solar
3142,solar
3143,solar
3144,solar
3145,solar
3146,solar
3147,solar
3148,solar
3149,solar
3150,solar
3151,solar
3152,solar
3153,solar
3154,solar
3155,solar
3156,solar
3157,solar
3158,solar
3159,solar
3160,solar
3161,solar
3162,water
3163,solar
3164,solar
3165,solar
3166,solar
3167,solar
3168,solar
3169,solar
3170,solar
3171,solar
3172,solar
3173,solar
3174,solar
3175,solar
3176,solar
3177,solar
3178,solar
3179,solar
3180,solar
3181,solar
3182,solar
3183,solar
3184,solar
3185,solar
3186,solar
3187,solar
3188,solar
3189,solar
3190,solar
3191,solar
3192,solar
3193,solar
3194,solar
3195,solar
3196,solar
3197,wind
3198,wind
3199,wind
3200,wind
3201,solar
3202,solar
3203,solar
3204,solar
3205,wind
3206,wind
3207,wind
3208,wind
3209,wind
3210,solar
3211,solar
3212,solar
3213,solar
3214,solar
3215,solar
3216,solar
3217,solar
3218,solar
3219,solar
3220,solar
3221,solar
3222,solar
3223,solar
3224,solar
3225,solar
3226,solar
3227,solar
3228,solar
3229,solar
3230,solar
3231,water
3232,solar
3233,solar
3234,solar
3235,solar
3236,solar
3237,solar
3238,solar
3239,solar
3240,solar
3241,solar
3242,solar
3243,solar
3244,solar
3245,solar
3246,solar
3247,solar
3248,solar
3249,solar
3250,solar
3251,solar
3252,solar
3253,solar
3254,solar
3255,wind
3256,wind
3257,wind
3258,wind
3259,solar
3260,solar
3261,solar
3262,solar
3263,wind
3264,wind
3265,wind
3266,solar
3267,solar
3268,solar
3269,solar
3270,wind
3271,wind
3272,wind
3273,wind
3274,solar
3275,solar
3276,solar
3277,solar
3278,solar
3279,solar
3280,solar
3281,solar
3282,solar
3283,solar
3284,solar
3285,solar
3286,solar
3287,solar
3288,solar
3289,solar
3290,solar
3291,solar
3292,solar
3293,solar
3294,solar
3295,solar
3296,solar
3297,solar
3298,solar
3299,solar
3300,solar
3301,solar
3302,solar
3303,solar
3304,solar
3305,solar
3306,solar
3307,solar
3308,solar
3309,solar
3310,solar
3311,solar
3312,solar
3313,solar
3314,solar
3315,water
3316,solar
3317,solar
3318,solar
3319,solar
3320,solar
3321,solar
3322,solar
3323,wind
3324,wind
3325,wind
3326,wind
3327,solar
3328,solar
3329,solar
3330,solar
3331,wind
3332,wind
3333,wind
3334,solar
3335,solar
3336,solar
3337,solar
3338,wind
3339,wind
3340,wind
3341,wind
3342,solar
3343,solar
3344,solar
3345,solar
3346,solar
3347,solar
3348,solar
3349,solar
3350,solar
3351,solar
3352,solar
3353,solar
3354,solar
3355,solar
3356,solar
3357,solar
3358,solar
3359,solar
3360,solar
3361,solar
3362,solar
3363,solar
3364,solar
3365,solar
3366,solar
3367,solar
3368,water
3369,solar
3370,solar
3371,solar
3372,solar
3373,solar
3374,solar
3375,solar
3376,solar
3377,solar
3378,solar
3379,solar
3380,solar
3381,solar
3382,solar
3383,solar
3384,solar
3385,solar
3386,solar
3387,solar
3388,solar
3389,solar
3390,solar
3391,water
3392,wind
3393,wind
3394,wind
3395,wind
3396,solar
3397,solar
3398,solar
3399,solar
3400,wind
3401,wind
3402,wind
3403,solar
3404,solar
3405,water
3406,solar
3407,wind
3408,wind
3409,wind
3410,wind
3411,solar
3412,solar
3413,solar
3414,solar
3415,solar
3416,solar
3417,solar
3418,solar
3419,solar
3420,solar
3421,solar
3422,solar
3423,solar
3424,solar
3425,solar
3426,solar
3427,solar
3428,solar
3429,solar
3430,solar
3431,solar
3432,solar
3433,solar
3434,solar
3435,solar
3436,solar
3437,solar
3438,solar
3439,solar
3440,solar
3441,solar
3442,solar
3443,solar
3444,solar
3445,solar
3446,solar
3447,solar
3448,solar
3449,solar
3450,solar
3451,solar
3452,solar
3453,solar
3454,solar
3455,solar
3456,solar
3457,solar
3458,solar
3459,solar
3460,wind
3461,wind
3462,wind
3463,wind
3464,solar
3465,solar
3466,solar
3467,solar
3468,wind
3469,wind
3470,wind
3471,solar
3472,solar
3473,solar
3474,solar
3475,wind
3476,wind
3477,wind
3478,wind
3479,solar
3480,solar
3481,solar
3482,solar
3483,solar
3484,solar
3485,solar
3486,solar
3487,solar
3488,solar
3489,solar
3490,solar
3491,solar
3492,solar
3493,solar
3494,solar
3495,solar
3496,solar
3497,solar
3498,solar
3499,solar
3500,solar
3501,solar
3502,solar
3503,solar
3504,solar
3505,solar
3506,solar
3507,solar
3508,solar
3509,solar
3510,solar
3511,solar
3512,solar
3513,solar
3514,solar
3515,solar
3516,solar
3517,solar
3518,solar
3519,solar
3520,solar
3521,solar
3522,solar
3523,solar
3524,solar
3525,solar
3526,solar
3527,solar
3528,wind
3529,wind
3530,wind
3531,wind
3532,wind
3533,wind
3534,wind
3535,wind
3536,wind
3537,wind
3538,wind
3539,wind
3540,wind
3541,wind
3542,wind
3543,wind
3544,wind
3545,wind
3546,wind
3547,wind
3548,wind
3549,wind
3550,wind
3551,solar
3552,solar
3553,solar
3554,solar
3555,wind
3556,wind
3557,wind
3558,wind
3559,solar
3560,solar
3561,solar
3562,solar
3563,solar
3564,solar
3565,solar
3566,solar
3567,solar
3568,solar
3569,solar
3570,solar
3571,solar
3572,solar
3573,solar
3574,solar
3575,solar
3576,solar
3577,solar
3578,solar
3579,solar
3580,solar
3581,solar
3582,solar
3583,solar
3584,solar
3585,solar
3586,solar
3587,water
3588,solar
3589,solar
3590,water
3591,solar
3592,solar
3593,solar
3594,water
3595,solar
3596,solar
3597,wind
3598,wind
3599,wind
3600,wind
3601,wind
3602,wind
3603,wind
3604,wind
3605,wind
3606,wind
3607,wind
3608,wind
3609,wind
3610,wind
3611,wind
3612,wind
3613,wind
3614,wind
3615,wind
3616,wind
3617,wind
3618,wind
3619,wind
3620,solar
3621,solar
3622,solar
3623,solar
3624,wind
3625,wind
3626,wind
3627,solar
3628,solar
3629,solar
3630,solar
3631,solar
3632,solar
3633,solar
3634,solar
3635,solar
3636,solar
3637,solar
3638,solar
3639,solar
3640,solar
3641,solar
3642,solar
3643,solar
3644,solar
3645,solar
3646,solar
3647,solar
3648,solar
3649,solar
3650,solar
3651,solar
3652,solar
3653,solar
3654,solar
3655,water
3656,solar
3657,solar
3658,water
3659,solar
3660,solar
3661,solar
3662,solar
3663,solar
3664,solar
3665,wind
3666,wind
3667,wind
3668,wind
3669,wind
3670,wind
3671,wind
3672,wind
3673,wind
3674,wind
3675,wind
3676,wind
3677,wind
3678,wind
3679,wind
3680,wind
3681,wind
3682,wind
3683,wind
3684,wind
3685,wind
3686,wind
3687,wind
3688,solar
3689,solar
3690,solar
3691,solar
3692,wind
3693,wind
3694,wind
3695,wind
3696,solar
3697,solar
3698,solar
3699,solar
3700,solar
3701,solar
3702,solar
3703,solar
3704,solar
3705,wind
3706,solar
3707,solar
3708,solar
3709,solar
3710,solar
3711,solar
3712,solar
3713,solar
3714,solar
3715,solar
3716,solar
3717,solar
3718,solar
3719,solar
3720,solar
3721,solar
3722,solar
3723,solar
3724,water
3725,solar
3726,solar
3727,solar
3728,solar
3729,solar
3730,solar
3731,solar
3732,solar
3733,solar
3734,wind
3735,wind
3736,wind
3737,wind
3738,wind
3739,wind
3740,wind
3741,wind
3742,wind
3743,wind
3744,wind
3745,wind
3746,wind
3747,wind
3748,wind
3749,wind
3750,wind
3751,wind
3752,wind
3753,wind
3754,wind
3755,wind
3756,wind
3757,solar
3758,solar
3759,solar
3760,solar
3761,wind
3762,wind
3763,wind
3764,solar
3765,solar
3766,solar
3767,solar
3768,solar
3769,solar
3770,wind
3771,wind
3772,wind
3773,wind
3774,solar
3775,solar
3776,solar
3777,solar
3778,solar
3779,solar
3780,solar
3781,solar
3782,solar
3783,solar
3784,solar
3785,solar
3786,solar
3787,solar
3788,solar
3789,solar
3790,solar
3791,solar
3792,solar
3793,solar
3794,solar
3795,solar
3796,solar
3797,solar
3798,solar
3799,solar
3800,solar
3801,solar
3802,wind
3803,wind
3804,wind
3805,wind
3806,wind
3807,wind
3808,wind
3809,gas
3810,gas
3811,gas
3812,gas
3813,wind
3814,wind
3815,wind
3816,wind
3817,wind
3818,wind
3819,wind
3820,wind
3821,solar
3822,solar
3823,solar
3824,solar
3825,solar
3826,solar
3827,solar
3828,solar
3829,wind
3830,wind
3831,wind
3832,solar
3833,solar
3834,solar
3835,wind
3836,wind
3837,wind
3838,wind
3839,solar
3840,solar
3841,solar
3842,solar
3843,solar
3844,solar
3845,solar
3846,solar
3847,solar
3848,solar
3849,solar
3850,solar
3851,solar
3852,solar
3853,solar
3854,solar
3855,solar
3856,solar
3857,solar
3858,solar
3859,solar
3860,water
3861,solar
3862,solar
3863,solar
3864,solar
3865,solar
3866,solar
3867,wind
3868,wind
3869,wind
3870,wind
3871,wind
3872,wind
3873,wind
3874,gas
3875,gas
3876,gas
3877,gas
3878,wind
3879,wind
3880,wind
3881,wind
3882,wind
3883,wind
3884,wind
3885,wind
3886,solar
3887,solar
3888,solar
3889,solar
3890,solar
3891,solar
3892,solar
3893,solar
3894,wind
3895,wind
3896,wind
3897,wind
3898,wind
3899,wind
3900,wind
3901,solar
3902,solar
3903,solar
3904,solar
3905,solar
3906,solar
3907,solar
3908,solar
3909,solar
3910,solar
3911,solar
3912,solar
3913,solar
3914,solar
3915,solar
3916,solar
3917,solar
3918,solar
3919,solar
3920,solar
3921,water
3922,solar
3923,solar
3924,solar
3925,solar
3926,solar
3927,solar
3928,solar
3929,wind
3930,wind
3931,wind
3932,wind
3933,wind
3934,wind
3935,wind
3936,gas
3937,gas
3938,gas
3939,gas
3940,wind
3941,wind
3942,wind
3943,wind
3944,wind
3945,wind
3946,wind
3947,wind
3948,solar
3949,solar
3950,solar
3951,solar
3952,solar
3953,solar
3954,solar
3955,solar
3956,wind
3957,wind
3958,wind
3959,wind
3960,wind
3961,wind
3962,solar
3963,solar
3964,solar
3965,solar
3966,solar
3967,solar
3968,solar
3969,solar
3970,solar
3971,solar
3972,solar
3973,solar
3974,solar
3975,solar
3976,solar
3977,solar
3978,solar
3979,solar
3980,solar
3981,solar
3982,water
3983,solar
3984,solar
3985,solar
3986,wind
3987,wind
3988,wind
3989,wind
3990,wind
3991,wind
3992,wind
3993,water
3994,gas
3995,gas
3996,gas
3997,wind
3998,wind
3999,water
4000,wind
4001,wind
4002,wind
4003,wind
4004,wind
4005,solar
4006,solar
4007,solar
4008,solar
4009,solar
4010,solar
4011,solar
4012,solar
4013,wind
4014,wind
4015,wind
4016,wind
4017,solar
4018,solar
4019,solar
4020,solar
4021,wind
4022,wind
4023,wind
4024,wind
4025,solar
4026,solar
4027,solar
4028,solar
4029,wind
4030,wind
4031,wind
4032,solar
4033,wind
4034,wind
4035,wind
4036,wind
4037,wind
4038,wind
4039,wind
4040,wind
4041,wind
4042,wind
4043,water
4044,wind
4045,wind
4046,wind
4047,wind
4048,solar
4049,solar
4050,solar
4051,solar
4052,solar
4053,solar
4054,solar
4055,solar
4056,wind
4057,wind
4058,wind
4059,wind
4060,wind
4061,wind
4062,solar
4063,solar
4064,solar
4065,solar
4066,wind
4067,wind
4068,wind
4069,wind
4070,wind
4071,wind
4072,wind
4073,wind
4074,wind
4075,wind
4076,wind
4077,wind
4078,wind
4079,wind
4080,wind
4081,wind
4082,wind
4083,wind
4084,wind
4085,solar
4086,solar
4087,solar
4088,solar
4089,solar
4090,solar
4091,solar
4092,solar
4093,wind
4094,wind
4095,wind
4096,wind
4097,solar
4098,solar
4099,solar
4100,wind
4101,wind
4102,wind
4103,wind
4104,wind
4105,wind
4106,wind
4107,wind
4108,wind
4109,wind
4110,wind
4111,wind
4112,wind
4113,wind
4114,wind
4115,wind
4116,wind
4117,wind
4118,wind
4119,solar
4120,solar
4121,solar
4122,solar
4123,solar
4124,solar
4125,solar
4126,solar
4127,wind
4128,wind
4129,wind
4130,solar
4131,wind
4132,wind
4133,wind
4134,wind
4135,wind
4136,wind
4137,wind
4138,wind
4139,wind
4140,wind
4141,wind
4142,wind
4143,wind
4144,wind
4145,wind
4146,wind
4147,wind
4148,solar
4149,solar
4150,solar
4151,solar
4152,solar
4153,solar
4154,solar
4155,solar
4156,wind
4157,wind
4158,wind
4159,solar
4160,wind
4161,wind
4162,wind
4163,wind
4164,wind
4165,wind
4166,wind
4167,wind
4168,wind
4169,wind
4170,wind
4171,wind
4172,wind
4173,wind
4174,wind
4175,wind
4176,wind
4177,wind
4178,wind
4179,wind
4180,wind
4181,wind
4182,wind
4183,wind
4184,wind
4185,wind
4186,wind
4187,wind
4188,wind
4189,wind
4190,wind
4191,wind
4192,wind
4193,wind
4194,wind
4195,wind
4196,wind
4197,wind
4198,wind
4199,wind
4200,wind
4201,wind
4202,wind
4203,wind
4204,wind
4205,wind
4206,wind
4207,wind
4208,wind
4209,wind
4210,wind
4211,wind
4212,wind
4213,wind
4214,wind
4215,wind
4216,wind
4217,wind
4218,wind
4219,wind
4220,wind
4221,wind
4222,wind
4223,wind
4224,wind
4225,wind
4226,wind
4227,wind
4228,wind
4229,wind
4230,wind
4231,wind
4232,wind
4233,wind
4234,wind
4235,wind
4236,wind
4237,wind
4238,wind
4239,wind
4240,wind
4241,wind
4242,wind
4243,wind
4244,wind
4245,wind
4246,wind
4247,wind
4248,wind
4249,wind
4250,wind
4251,wind
4252,wind
4253,wind
4254,wind
4255,wind
4256,wind
4257,wind
4258,wind
4259,wind
4260,wind
4261,wind
4262,wind
4263,wind
4264,wind
4265,wind
4266,wind
4267,wind
4268,wind
4269,solar
4270,solar
4271,solar
4272,solar
4273,solar
4274,solar
4275,solar
4276,wind
4277,wind
4278,wind
4279,wind
4280,wind
4281,wind
4282,wind
4283,wind
4284,wind
4285,wind
4286,wind
4287,wind
4288,wind
4289,wind
4290,wind
4291,wind
4292,solar
4293,solar
4294,solar
4295,solar
4296,solar
4297,solar
4298,solar
4299,wind
4300,wind
4301,wind
4302,wind
4303,wind
4304,wind
4305,wind
4306,wind
4307,wind
4308,wind
4309,wind
4310,wind
4311,wind
4312,wind
4313,wind
4314,wind
4315,solar
4316,solar
4317,solar
4318,solar
4319,solar
4320,solar
4321,solar
4322,wind
4323,wind
4324,wind
4325,wind
4326,wind
4327,wind
4328,wind
4329,wind
4330,wind
4331,wind
4332,wind
4333,wind
4334,wind
4335,wind
4336,wind
4337,solar
4338,solar
4339,solar
4340,solar
4341,wind
4342,solar
4343,solar
4344,wind
4345,wind
4346,wind
4347,wind
4348,wind
4349,wind
4350,wind
4351,solar
4352,solar
4353,solar
4354,solar
4355,solar
4356,wind
4357,wind
4358,wind
4359,wind
4360,solar
4361,solar
4362,solar
4363,solar
4364,wind
4365,wind
4366,wind
4367,wind
4368,wind
4369,wind
4370,wind
4371,wind
4372,wind
4373,wind
4374,solar
4375,solar
4376,solar
4377,solar
4378,solar
4379,wind
4380,wind
4381,wind
4382,wind
4383,solar
4384,solar
4385,solar
4386,solar
4387,wind
4388,wind
4389,wind
4390,wind
4391,wind
4392,wind
4393,wind
4394,wind
4395,wind
4396,wind
4397,wind
4398,solar
4399,solar
4400,solar
4401,solar
4402,wind
4403,wind
4404,wind
4405,wind
4406,solar
4407,solar
4408,solar
4409,solar
4410,wind
4411,wind
4412,wind
4413,wind
4414,wind
4415,wind
4416,wind
4417,wind
4418,wind
4419,wind
4420,wind
4421,solar
4422,solar
4423,solar
4424,solar
4425,wind
4426,wind
4427,wind
4428,wind
4429,solar
4430,solar
4431,solar
4432,solar
4433,wind
4434,wind
4435,wind
4436,wind
4437,wind
4438,wind
4439,wind
4440,wind
4441,wind
4442,wind
4443,wind
4444,wind
4445,wind
4446,wind
4447,wind
4448,solar
4449,solar
4450,solar
4451,solar
4452,solar
4453,solar
4454,solar
4455,solar
4456,wind
4457,wind
4458,wind
4459,wind
4460,wind
4461,wind
4462,wind
4463,wind
4464,wind
4465,wind
4466,wind
4467,wind
4468,wind
4469,wind
4470,wind
4471,solar
4472,water
4473,water
4474,solar
4475,solar
4476,solar
4477,solar
4478,solar
4479,wind
4480,wind
4481,wind
4482,wind
4483,wind
4484,wind
4485,wind
4486,wind
4487,wind
4488,wind
4489,wind
4490,wind
4491,wind
4492,wind
4493,wind
4494,water
4495,water
4496,water
4497,solar
4498,solar
4499,solar
4500,solar
4501,solar
4502,wind
4503,wind
4504,wind
4505,wind
4506,wind
4507,wind
4508,wind
4509,wind
4510,wind
4511,wind
4512,wind
4513,wind
4514,wind
4515,wind
4516,wind
4517,water
4518,water
4519,water
4520,solar
4521,solar
4522,solar
4523,solar
4524,solar
4525,wind
4526,wind
4527,wind
4528,wind
4529,wind
4530,wind
4531,wind
4532,wind
4533,wind
4534,wind
4535,wind
4536,wind
4537,wind
4538,wind
4539,wind
4540,water
4541,water
4542,water
4543,wind
4544,wind
4545,wind
4546,wind
4547,wind
4548,wind
4549,wind
4550,wind
4551,wind
4552,wind
4553,wind
4554,wind
4555,wind
4556,wind
4557,wind
4558,wind
4559,wind
4560,wind
4561,wind
4562,wind
4563,water
4564,water
4565,water
4566,wind
4567,wind
4568,wind
4569,wind
4570,wind
4571,wind
4572,wind
4573,wind
4574,wind
4575,wind
4576,wind
4577,wind
4578,wind
4579,wind
4580,wind
4581,wind
4582,wind
4583,wind
4584,wind
4585,wind
4586,water
4587,water
4588,water
4589,wind
4590,wind
4591,wind
4592,wind
4593,wind
4594,wind
4595,wind
4596,wind
4597,wind
4598,wind
4599,wind
4600,wind
4601,wind
4602,wind
4603,wind
4604,wind
4605,wind
4606,wind
4607,wind
4608,wind
4609,water
4610,water
4611,water
4612,wind
4613,wind
4614,wind
4615,wind
4616,wind
4617,wind
4618,wind
4619,wind
4620,wind
4621,wind
4622,wind
4623,wind
4624,wind
4625,wind
